category,code
陸運業,9044
陸運業,9045
陸運業,9046
陸運業,9048
陸運業,9049
陸運業,9051
陸運業,9052
陸運業,9055
陸運業,9057
倉庫・運輸関連業,9058
陸運業,9059
陸運業,9060
陸運業,9063
陸運業,9064
陸運業,9065
倉庫・運輸関連業,9066
陸運業,9067
陸運業,9068
陸運業,9069
陸運業,9070
陸運業,9072
陸運業,9073
陸運業,9074
陸運業,9075
陸運業,9076
陸運業,9078
陸運業,9081
陸運業,9082
陸運業,9083
陸運業,9086
陸運業,9087
陸運業,9090
陸運業,9099
海運業,9101
海運業,9104
海運業,9107
海運業,9110
海運業,9115
海運業,9119
海運業,9127
海運業,9130
陸運業,9142
陸運業,9143
陸運業,9145
陸運業,9146
陸運業,9147
海運業,9171
海運業,9173
倉庫・運輸関連業,9193
空運業,9201
空運業,9202
空運業,9206
サービス業,9211
サービス業,9212
サービス業,9213
サービス業,9214
サービス業,9215
サービス業,9216
サービス業,9218
サービス業,9219
サービス業,9220
サービス業,9221
サービス業,9222
サービス業,9224
サービス業,9225
空運業,9232
空運業,9233
サービス業,9240
サービス業,9241
サービス業,9242
サービス業,9243
サービス業,9244
サービス業,9245
サービス業,9246
サービス業,9247
サービス業,9248
サービス業,9249
サービス業,9250
サービス業,9251
サービス業,9252
サービス業,9253
サービス業,9254
サービス業,9256
サービス業,9257
サービス業,9258
サービス業,9259
卸売業,9260
小売業,9262
小売業,9263
卸売業,9264
卸売業,9265
小売業,9267
卸売業,9268
卸売業,9270
小売業,9271
サービス業,9272
卸売業,9273
卸売業,9274
小売業,9275
小売業,9276
小売業,9278
小売業,9279
倉庫・運輸関連業,9301
倉庫・運輸関連業,9302
倉庫・運輸関連業,9303
倉庫・運輸関連業,9304
卸売業,9305
倉庫・運輸関連業,9306
倉庫・運輸関連業,9307
海運業,9308
倉庫・運輸関連業,9310
倉庫・運輸関連業,9311
倉庫・運輸関連業,9312
倉庫・運輸関連業,9313
証券、商品先物取引業,9318
倉庫・運輸関連業,9319
倉庫・運輸関連業,9322
倉庫・運輸関連業,9324
倉庫・運輸関連業,9325
倉庫・運輸関連業,9326
倉庫・運輸関連業,9327
倉庫・運輸関連業,9351
倉庫・運輸関連業,9353
倉庫・運輸関連業,9355
情報・通信業,9360
倉庫・運輸関連業,9361
倉庫・運輸関連業,9362
倉庫・運輸関連業,9363
倉庫・運輸関連業,9364
倉庫・運輸関連業,9365
倉庫・運輸関連業,9366
倉庫・運輸関連業,9367
倉庫・運輸関連業,9368
倉庫・運輸関連業,9369
倉庫・運輸関連業,9375
サービス業,9376
倉庫・運輸関連業,9377
倉庫・運輸関連業,9380
倉庫・運輸関連業,9381
倉庫・運輸関連業,9384
化学,9385
倉庫・運輸関連業,9386
倉庫・運輸関連業,9388
情報・通信業,9399
情報・通信業,9401
情報・通信業,9404
情報・通信業,9405
情報・通信業,9408
情報・通信業,9409
情報・通信業,9412
情報・通信業,9413
情報・通信業,9414
情報・通信業,9416
情報・通信業,9417
情報・通信業,9418
情報・通信業,9419
情報・通信業,9421
情報・通信業,9422
情報・通信業,9423
情報・通信業,9424
情報・通信業,9425
情報・通信業,9428
情報・通信業,9432
情報・通信業,9433
情報・通信業,9434
情報・通信業,9435
情報・通信業,9436
情報・通信業,9438
サービス業,9439
情報・通信業,9441
情報・通信業,9444
情報・通信業,9445
情報・通信業,9446
情報・通信業,9449
情報・通信業,9450
情報・通信業,9465
情報・通信業,9466
情報・通信業,9467
情報・通信業,9468
情報・通信業,9470
情報・通信業,9474
情報・通信業,9475
情報・通信業,9476
情報・通信業,9478
情報・通信業,9479
電気・ガス業,9501
電気・ガス業,9502
電気・ガス業,9503
電気・ガス業,9504
電気・ガス業,9505
電気・ガス業,9506
電気・ガス業,9507
電気・ガス業,9508
電気・ガス業,9509
電気・ガス業,9511
電気・ガス業,9513
電気・ガス業,9514
電気・ガス業,9517
電気・ガス業,9519
電気・ガス業,9522
電気・ガス業,9531
電気・ガス業,9532
電気・ガス業,9533
電気・ガス業,9534
電気・ガス業,9535
電気・ガス業,9536
電気・ガス業,9537
電気・ガス業,9539
電気・ガス業,9543
電気・ガス業,9551
情報・通信業,9600
情報・通信業,9601
情報・通信業,9602
サービス業,9603
情報・通信業,9605
サービス業,9610
サービス業,9612
情報・通信業,9613
サービス業,9616
サービス業,9619
サービス業,9621
サービス業,9622
サービス業,9625
小売業,9627
サービス業,9628
情報・通信業,9629
サービス業,9631
サービス業,9632
サービス業,9633
サービス業,9635
サービス業,9636
サービス業,9637
サービス業,9639
情報・通信業,9640
サービス業,9641
サービス業,9644
サービス業,9647
情報・通信業,9651
サービス業,9656
情報・通信業,9658
サービス業,9661
サービス業,9663
サービス業,9672
サービス業,9675
サービス業,9678
サービス業,9679
情報・通信業,9682
情報・通信業,9684
情報・通信業,9685
サービス業,9686
情報・通信業,9687
情報・通信業,9691
情報・通信業,9692
サービス業,9696
情報・通信業,9697
情報・通信業,9698
サービス業,9699
サービス業,9701
情報・通信業,9702
サービス業,9704
不動産業,9706
サービス業,9708
情報・通信業,9709
サービス業,9713
サービス業,9715
サービス業,9716
情報・通信業,9717
情報・通信業,9719
サービス業,9720
サービス業,9722
サービス業,9723
サービス業,9726
サービス業,9728
サービス業,9729
サービス業,9731
サービス業,9733
サービス業,9734
サービス業,9735
情報・通信業,9739
サービス業,9740
情報・通信業,9742
サービス業,9743
サービス業,9744
情報・通信業,9746
情報・通信業,9749
情報・通信業,9753
サービス業,9755
サービス業,9757
情報・通信業,9759
サービス業,9760
サービス業,9761
卸売業,9763
サービス業,9765
情報・通信業,9766
サービス業,9767
サービス業,9768
サービス業,9769
サービス業,9776
サービス業,9778
サービス業,9780
サービス業,9782
サービス業,9783
サービス業,9787
サービス業,9788
情報・通信業,9790
サービス業,9791
サービス業,9793
サービス業,9795
情報・通信業,9799
卸売業,9810
卸売業,9812
不動産業,9816
卸売業,9818
不動産業,9820
小売業,9823
卸売業,9824
卸売業,9827
小売業,9828
卸売業,9830
小売業,9831
卸売業,9832
小売業,9835
卸売業,9837
小売業,9842
小売業,9843
化学,9845
小売業,9846
卸売業,9849
小売業,9850
卸売業,9852
小売業,9853
小売業,9854
小売業,9856
卸売業,9857
小売業,9861
卸売業,9867
卸売業,9869
卸売業,9872
小売業,9873
小売業,9876
小売業,9878
卸売業,9880
卸売業,9882
卸売業,9885
小売業,9887
卸売業,9888
情報・通信業,9889
小売業,9890
卸売業,9895
卸売業,9896
小売業,9900
卸売業,9902
小売業,9903
小売業,9904
卸売業,9906
卸売業,9908
卸売業,9913
卸売業,9914
小売業,9919
小売業,9927
情報・通信業,9928
卸売業,9929
卸売業,9930
卸売業,9932
卸売業,9934
小売業,9936
卸売業,9941
小売業,9945
小売業,9946
小売業,9948
小売業,9950
卸売業,9955
小売業,9956
小売業,9959
卸売業,9960
卸売業,9962
卸売業,9964
卸売業,9967
小売業,9969
卸売業,9972
小売業,9973
小売業,9974
小売業,9976
小売業,9977
小売業,9978
小売業,9979
小売業,9980
卸売業,9982
小売業,9983
情報・通信業,9984
卸売業,9986
卸売業,9987
小売業,9989
小売業,9990
卸売業,9991
小売業,9993
小売業,9994
卸売業,9995
卸売業,9996
小売業,9997
